Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveller Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Good,,,7.0,December 2023,8 January 2024,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,December 2021,9 January 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,August 2021,14 August 2021,Standard Room with Sea View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,December 2021,1 January 2022,Standard Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,December 2021,27 December 2021,Standard Room with Sea View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,December 2021,17 December 2021,Standard Room,7,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,December 2021,6 December 2021,Standard Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,December 2021,3 December 2021,Standard Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,November 2021,1 December 2021,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2021,30 November 2021,Premium Room with Sea and Mountain View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2021,30 November 2021,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2021,30 November 2021,Family Room (2 Adults + 2 Children),4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,November 2021,29 November 2021,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2021,16 November 2021,Superior Room with Sea View,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,October 2021,31 October 2021,Premium Room with Sea and Mountain View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,March 2024,20 March 2024,Standard Room,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,June 2024,26 June 2024,Standard Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,December 2023,8 January 2024,Superior Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,May 2023,30 May 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,January 2023,8 January 2023,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,December 2022,30 December 2022,Standard Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,October 2022,9 October 2022,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,August 2022,6 October 2022,Small Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,August 2022,25 August 2022,Standard Room with Sea View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2022,30 July 2022,Superior Room with Sea View,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2021,15 November 2021,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,August 2021,7 August 2021,Standard Room,5,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2023,2 December 2023,Superior Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,February 2023,18 February 2023,Junior Suite,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,5 February 2023,Standard Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,March 2023,10 March 2023,Standard Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,1 February 2023,Standard Room,6,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2022,11 January 2022,Standard Room with Sea View,6,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,September 2023,6 October 2023,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,27 September 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,July 2023,3 August 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2023,12 July 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,July 2023,3 July 2023,Standard Room with Sea View,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2022,16 November 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,27 February 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,28 January 2023,Small Room,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,January 2023,23 January 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,13 January 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,January 2023,7 January 2023,Standard Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
I was expecting more for a 4 star hotel compared to the price and the facilities offered. The location is the only posit,,,5.0,January 2023,5 January 2023,Standard Room,6,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,January 2023,2 January 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,27 December 2022,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,25 December 2022,Small Room,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,December 2022,22 December 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,December 2022,22 December 2022,Standard Room,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,November 2022,19 December 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,November 2022,13 December 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,December 2022,8 December 2022,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,6 December 2022,Superior Room with Sea View,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,November 2022,27 November 2022,Superior Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,November 2022,25 November 2022,Standard Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,September 2022,18 September 2022,Standard Room with Sea View,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,July 2022,17 August 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,July 2022,23 July 2022,Superior Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2022,22 July 2022,Standard Room with Sea View,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,21 October 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Rooms were very small,,,6.0,October 2023,7 November 2023,Standard Room,5,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,16 January 2024,Standard Room with Sea View,4,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2021,29 November 2021,Standard Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2022,10 January 2022,Standard Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2021,10 January 2022,Superior Room,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2022,7 January 2022,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2022,7 January 2022,Superior Room with Sea View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2021,1 January 2022,Standard Room with Sea View,7,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2021,30 December 2021,Small Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2021,21 December 2021,Standard Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2021,14 December 2021,Superior Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2021,13 December 2021,Superior Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2021,12 December 2021,Superior Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2021,3 December 2021,Premium Room with Sea and Mountain View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2021,29 November 2021,Standard Room with Sea View,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2021,15 November 2021,Premium Room with Sea and Mountain View,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,January 2024,21 January 2024,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2021,3 November 2021,Small Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2021,28 October 2021,Standard Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2021,17 October 2021,Standard Room with Sea View,7,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2021,16 October 2021,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2021,16 October 2021,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,September 2021,6 September 2021,Superior Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2021,31 August 2021,Standard Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2021,1 August 2021,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,12 March 2024,Standard Room with Sea View,4,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,February 2024,20 February 2024,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
they bumped me to another hotel which was disgusting,,,1.0,February 2024,13 February 2024,Small Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,12 February 2024,Standard Room with Sea View,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2022,31 May 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2022,8 March 2022,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,December 2021,31 December 2021,Premium Room with Sea and Mountain View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2023,3 July 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,November 2021,29 November 2021,Premium Room with Sea and Mountain View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,November 2021,8 November 2021,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,November 2021,8 November 2021,Premium Room with Sea and Mountain View,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,January 2024,4 February 2024,Standard Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,August 2022,17 September 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,March 2024,7 May 2024,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,21 March 2024,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,14 March 2024,Small Room,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2023,9 February 2024,Superior Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,November 2023,11 November 2023,Standard Room with Sea View,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,October 2023,16 October 2023,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,September 2023,20 September 2023,Small Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2022,14 October 2022,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very poor,,,2.0,December 2021,16 December 2021,Standard Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,August 2022,18 August 2022,Standard Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2022,4 January 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2021,10 November 2021,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2023,29 November 2023,Standard Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2023,26 November 2023,Junior Suite,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,March 2022,21 March 2022,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,February 2022,19 February 2022,Standard Room with Sea View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,July 2021,28 July 2021,Superior Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,December 2023,10 December 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,September 2022,6 September 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,March 2022,28 March 2022,Standard Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2021,13 July 2021,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,December 2021,8 December 2021,Standard Room with Sea View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,December 2021,20 December 2021,Standard Room with Sea View,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,December 2021,9 December 2021,Superior Room with Sea View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,November 2022,24 January 2023,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,December 2021,3 December 2021,Standard Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,November 2021,7 November 2021,Premium Room with Sea and Mountain View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,March 2024,19 March 2024,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,January 2024,13 February 2024,Superior Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,December 2023,3 January 2024,Superior Room,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,November 2023,9 November 2023,Standard Room with Sea View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,July 2023,18 July 2023,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,May 2023,10 May 2023,Junior Suite,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,February 2023,10 May 2023,Premium Room with Sea and Mountain View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,March 2023,7 March 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,February 2023,23 February 2023,Premium Room with Sea and Mountain View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,January 2023,26 January 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,January 2023,12 January 2023,Superior Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,January 2022,21 January 2022,Standard Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,December 2022,5 January 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
مافي رووم سيرفس ولامطعم بالاوتيل ، ولااحد يساعدك بالشنط . والسعر غالي على هالمستوى وفندق 4 نجوم ..,,,3.0,December 2022,4 January 2023,Junior Suite,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Disappointing,,,4.0,November 2022,27 November 2022,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,October 2022,27 November 2022,Superior Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2022,18 October 2022,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,August 2022,23 August 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,July 2022,23 August 2022,Premium Room with Sea and Mountain View,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,August 2022,5 August 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Poor,,,3.0,June 2022,22 June 2022,Standard Room,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,June 2022,8 June 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,March 2022,17 March 2022,Superior Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,March 2022,8 March 2022,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2022,10 January 2022,Superior Room with Sea View,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2021,16 January 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,31 January 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2022,17 January 2022,Small Room,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,24 December 2022,Standard Room,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,22 December 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,20 December 2022,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,19 December 2022,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,19 December 2022,Premium Room with Sea and Mountain View,4,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,18 December 2022,Premium Room with Sea and Mountain View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,18 December 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,14 December 2022,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,12 December 2022,Standard Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,10 December 2022,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,8 December 2022,Small Room,7,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,8 December 2022,Standard Room,5,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,27 November 2022,Superior Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,25 November 2022,Standard Room with Sea View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,24 November 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,14 November 2022,Small Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,12 November 2022,Small Room,2,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,11 November 2022,Standard Room with Sea View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,10 November 2022,Standard Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,10 November 2022,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,9 November 2022,Superior Room with Sea View,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2022,7 November 2022,Small Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2022,6 November 2022,Standard Room with Sea View,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
